Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
55_9_FITC.tif	1e1df44f-8752-48c4-8633-8820e5b0aa62	Cell		Positive	Annotation	Polygon	433.61	1016.5	30.6489	36.3565	0.2914	17.4155	2.4418	NaN	9.1895	1406	10.9134	55	0	55	146.9739	22487	34.528	208	62	146	9.2484	1415	11.2005	55	0	55	146.4108	73.5934	0.3397	35.0189	5.953	NaN	3.1368	6.3945	55	0	59.5501	52.6831	208	2	2.2426	6.4318	55	0	1.4712	2.5815	12	0	35.4928	22.9646	143	2	0.3147	1.0771	10	0	0.2117	4	711.419	740.6666	1360.3889	3.954	73129.3359	217169.4844
55_9_FITC.tif	a0dd13bc-2367-465c-9c72-47d6a61ce75c	Cell		Positive	Annotation	Polygon	436.59	1020.3	0.8283	5.0786	0.4036	2.4159	0.4946	NaN	3.2857	23	3.6839	8	0	8	75.7143	530	6.3434	83	68	15	3.2857	23	3.6839	8	0	8	28.1639	32.4573	0.336	15.8752	2.4762	NaN	0.6232	1.3945	8	0	42.2899	16.5746	91	7	0.4565	1.2679	8	0	0.4809	1.0103	5	0	40.5038	14.9761	91	7	0.3053	0.7834	5	0	0.0274	5	690.3478	512.1684	1357.0657	3.954	56477.7852	128969.6172
55_9_FITC.tif	cc3616ae-4e95-49ad-bcd9-314ef649174e	Cell		Positive	Annotation	Polygon	591.56	531.9	13.6678	21.2165	0.3816	10.1603	2.0323	NaN	2.0882	142	2.5669	10	0	10	78.3824	5330	8.3559	93	56	37	1.6176	110	2.0298	8	0	8	109.135	56.3128	0.4325	27.0046	5.5914	NaN	1.6862	2.5151	13	0	40.6068	22.6678	93	6	0.8355	1.8913	14	0	1.6269	2.5047	13	0	35.0347	18.3727	91	6	0.7202	1.8444	14	0	0.121	4	345.9667	395.5177	512.1684	80.6632	12852.8174	26641.5957
55_9_FITC.tif	77490ace-2002-41b2-b90b-0f037b95e209	Cell		Positive	Annotation	Polygon	671.27	540.94	14.289	24.1532	0.3078	11.6593	2.0042	NaN	7.2632	552	7.9471	29	0	29	106.0395	8059	30.5411	161	51	110	7.5789	576	7.9704	31	0	31	93.8106	58.8082	0.3409	28.0121	4.9537	NaN	2.1589	4.4782	29	0	38.106	35.6472	161	1	1.5033	4.3404	31	0	1.13	2.2765	13	0	24.4111	14.8545	117	1	0.2785	1.005	9	0	0.1588	4	94.5681	48.5611	278.0072	3.1432	3809.5452	11153.9609
55_9_FITC.tif	ff44a076-708e-4715-9754-ce5e57edfb34	Cell		Positive	Annotation	Polygon	673.93	545.3	2.6921	10.1827	0.3263	4.856	0.8539	NaN	1.1765	20	2.0687	8	0	8	69.7059	1185	12.9362	94	49	45	6.9412	118	6.5333	22	0	22	33.5482	39.2992	0.273	19.364	2.6231	NaN	0.7711	1.8411	8	0	29.4518	18.8649	94	2	1.5843	3.3123	22	0	0.7248	1.8153	8	0	24.8591	13.0886	56	2	0.9732	1.9863	9	0	0.0882	4	85.6437	31.9665	275.4984	3.1432	1392.7794	5152.0884
55_9_FITC.tif	e12e0e0d-dcba-48b9-ae5c-875d8cdbcdaa	Cell		Positive	Annotation	Polygon	684.88	551.13	12.6323	16.9203	0.5545	7.9159	2.1005	NaN	6.7969	435	6.1209	23	0	23	71.9062	4602	20.4495	109	30	79	6.4375	412	6.1924	23	0	23	107.2713	51.5721	0.5068	24.0459	5.7416	NaN	1.7124	3.4569	23	0	21.6602	22.202	109	1	1.0116	3.083	23	0	0.9956	2.0641	15	0	14.5771	9.8714	61	1	0.2467	0.8769	6	0	0.1085	4	28.663	27.2416	46.3656	13.8033	133.4518	243.3503
55_9_FITC.tif	353c7d1f-9077-43a3-974a-6ba152cc8d85	Cell		Positive	Annotation	Polygon	701.86	584.99	4.3488	12.8935	0.3287	5.8748	1.141	NaN	3.7143	104	4.0356	17	0	17	62.5357	1751	13.1754	84	30	54	3.7857	106	4.1931	18	0	18	83.6633	48.7146	0.443	23.0081	4.7627	NaN	0.8864	1.9868	17	0	25.4889	17.4903	84	2	0.6543	1.856	18	0	0.6764	1.5596	12	0	22.7374	14.3676	78	2	0.4218	1.2861	12	0	0.06	4	86.88	44.0769	244.9922	14.3737	1795.1719	5152.0884
55_9_FITC.tif	ff1ec1b8-09d7-41b1-b594-38f6b48013a2	Cell		Positive	Annotation	Polygon	716.31	585.59	6.6268	13.8419	0.4346	6.2118	1.6031	NaN	3.2368	123	4.1423	17	0	17	59.3158	2254	11.6969	84	34	50	3.1053	118	4.2604	18	0	18	92.5681	48.9948	0.4846	23.0146	5.1756	NaN	1.4487	2.5245	17	0	21.8214	16.907	84	2	0.9576	2.2176	18	0	1.2829	2.2558	15	0	18.3463	12.5422	63	2	0.7585	1.8067	14	0	0.0748	4	512.531	148.464	1738.8223	14.3737	25902.3555	75822.8203
55_9_FITC.tif	1c36554c-0f01-4da0-878d-5be549d3ed64	Cell		Positive	Annotation	Polygon	611	812.59	4.9701	10.9981	0.5163	4.6555	1.7522	NaN	8.2692	215	6.7324	22	0	22	72.8846	1895	18.9258	98	36	62	7.3462	191	6.8466	22	0	22	85.9413	45.3676	0.5247	21.01	5.1772	NaN	4.3053	4.0906	22	0	35.8341	15.8062	98	5	0.9832	2.8023	22	0	4.041	3.7173	16	0	33.3641	12.0684	88	5	0.559	1.5743	16	0	0.0533	7	444.0498	275.4984	1506.4539	244.9922	35663.2852	128969.6172
55_9_FITC.tif	d0e82b11-666e-4beb-9126-3d3eccb5f974	Cell		Positive	Annotation	Polygon	89.28	1924.9	4.9701	13.117	0.363	6.2834	1.1701	NaN	5.931	172	6.2044	22	0	22	76.8621	2229	11.3318	99	54	45	3.9655	115	5.919	22	0	22	83.4562	48.5711	0.4445	23.0054	4.712	NaN	1.8193	3.0561	22	0	37.6782	18.7547	99	6	0.7203	2.2151	22	0	1.5013	2.402	12	0	34.648	15.5286	83	6	0.4693	1.3358	9	0	0.063	2	758.7397	758.7397	971.7559	545.7236	217169.4844	217169.4844
55_9_FITC.tif	c809965a-7e12-4583-8a09-0f436f073d02	Cell		Positive	Annotation	Polygon	396.21	2376.3	6.0055	13.163	0.4356	6.0081	1.2234	NaN	13.0625	418	7.8368	27	0	27	63.2188	2023	9.3627	82	45	37	12.9375	414	7.7955	27	0	27	83.2491	47.3288	0.467	22.0339	4.5559	NaN	2.7047	4.6268	27	0	12.0868	16.3789	82	0	1.6377	4.498	27	0	1.8113	2.8345	21	0	7.6765	6.2053	69	0	0.6631	2.2123	21	0	0.0688	4	864.3022	951.3947	1360.3889	194.0308	114394.7734	217169.4844
55_9_FITC.tif	689a16bc-5501-4cf4-b796-9d50b34ca5b9	Cell		Positive	Annotation	Polygon	581.51	2318.7	5.3843	13.4406	0.3745	6.4005	1.0065	NaN	5.6897	165	6.0598	21	0	21	81.5172	2364	17.1581	108	53	55	5.1034	148	5.728	21	0	21	82.2137	48.5126	0.439	23.0079	4.531	NaN	4.0101	4.4495	21	0	38.8237	18.8076	108	8	0.9068	2.5513	21	0	3.8777	4.2802	19	0	35.4592	14.2771	100	8	0.5761	1.7374	17	0	0.0596	4	1186.6204	1406.8142	1738.8223	194.0308	109783.8828	128969.6172
