Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
71_11_FITC.tif	19ad9649-a45c-43f1-a866-8ec1c398bcb6	Cell		Positive	Annotation	Polygon	80.86	1466.7	4.1417	12.2801	0.3451	5.9494	0.9592	NaN	4.6522	107	3.0838	9	0	9	64.2174	1477	9.4241	79	44	35	3.6957	85	3.4698	9	0	9	77.8649	48.0026	0.4246	23.0056	4.5191	NaN	3.1645	3.7882	21	0	26.8488	17.773	79	3	0.6286	1.8451	11	0	3.0678	3.813	21	0	24.4209	15.298	67	3	0.4294	1.491	11	0	0.053	6	379.9506	412.2383	593.1414	187.6267	31608.6191	99687.6328
71_11_FITC.tif	a0a7f70a-3a12-438c-961f-46cee04a7ee3	Cell		Positive	Annotation	Polygon	92.65	1676.2	6.6268	15.7412	0.3361	7.5051	1.1797	NaN	18.0588	614	6.9846	33	4	29	107.5588	3657	7.7701	122	93	29	2.2353	76	2.8076	9	0	9	56.7419	36.3303	0.5402	16.0836	4.412	NaN	17.6873	11.8693	47	0	81.9527	17.7984	122	45	0.68	1.6827	9	0	17.6349	12.414	47	0	78.3402	15.7279	113	45	0.4606	1.3258	9	0	0.1124	6	132.1082	181.3388	212.0796	9.0278	502.7499	2544.0615
71_11_FITC.tif	c4e72cb0-82d8-4a3b-88ee-6ca10f974ae3	Cell		Positive	Annotation	Polygon	597.28	1175.3	21.1229	34.2	0.2269	14.3096	2.3179	NaN	2.181	229	3.1889	14	0	14	92.8381	9748	16.8175	130	59	71	2.2381	235	3.176	14	0	14	142.6832	64.9508	0.425	31.0011	6.0055	NaN	0.8275	1.9225	14	0	49.1841	26.2346	130	2	0.6913	1.7996	14	0	0.5846	1.4701	13	0	41.3487	18.9078	100	2	0.4137	1.2316	13	0	0.1478	6	282.7328	242.2186	593.1414	85.876	17100.3633	55586.9023
71_11_FITC.tif	6c0c5014-da26-4365-84c6-3789e5750bf5	Cell		Positive	Annotation	Polygon	673.7	1212.3	11.5969	14.8846	0.6578	5.8862	2.626	NaN	3.1167	187	4.3806	15	0	15	84.2833	5057	16.6246	112	43	69	3.25	195	4.2967	15	0	15	94.2248	54.6364	0.3967	21.5741	6.5301	NaN	1.0987	2.5765	15	0	41.4956	22.9505	112	8	0.6316	2.0154	15	0	0.7929	2.017	15	0	35.0126	15.6596	86	8	0.2348	0.8497	7	0	0.1193	3	136.5393	85.876	317.0813	6.6607	191.3514	259.414
71_11_FITC.tif	52d39d2e-12e6-41d3-963a-6faa736a961a	Cell		Positive	Annotation	Polygon	673.19	1225.1	3.9347	13.9162	0.2553	6.7543	0.8456	NaN	2.5217	58	3.0729	11	0	11	73.1739	1683	6.7329	81	60	21	2.2174	51	3.1328	11	0	11	42.2458	33.7731	0.4654	15.7765	3.6816	NaN	1.1787	2.2901	13	0	46.3285	15.5931	81	15	0.6087	1.9097	13	0	1.0109	2.1245	13	0	42.9728	12.8978	77	15	0.4076	1.5999	13	0	0.089	5	223.7591	310.4672	398.378	6.6607	5441.3535	15969.3809
71_11_FITC.tif	53999492-3b22-4f15-9830-cf1c6bb3e20a	Cell		Positive	Annotation	Polygon	554.85	1414.7	5.7984	15.0766	0.3206	7.2531	1.1572	NaN	1.1935	37	1.4701	5	0	5	90.4839	2805	6.9228	99	73	26	1.2258	38	1.4308	5	0	5	59.6412	49.8624	0.3014	24.0013	3.4611	NaN	1.1621	1.9821	10	0	60.9828	16.8793	99	36	0.5483	1.2195	7	0	1.1583	2.037	10	0	57.4517	14.0172	91	36	0.4672	1.1688	7	0	0.097	8	436.0011	379.899	975.5811	1.2269	48994.8867	166672.4219
71_11_FITC.tif	6c8ef6de-2354-4815-aae1-72ab587c1614	Cell		Positive	Annotation	Polygon	557.23	1412.4	2.6921	11.8009	0.2429	5.7865	0.6297	NaN	0.9375	15	1.8786	6	0	6	89.9375	1439	4.7254	100	82	18	0.8125	13	1.7595	6	0	6	37.6899	42.6517	0.2604	20.9991	2.3687	NaN	1.4239	2.3573	13	0	71.1685	12.9205	100	31	0.7391	1.5391	8	0	1.4702	2.3974	13	0	69.381	11.9984	94	31	0.7321	1.5222	8	0	0.0647	4	170.9539	220.3682	241.8522	1.2269	3519.3274	13566.9463
71_11_FITC.tif	6d21ce51-bde4-47bb-89f2-a22779a9f730	Cell		Positive	Annotation	Polygon	698.66	1527.8	18.2237	28.2287	0.2874	13.6559	2.1135	NaN	4.573	407	4.4566	22	0	22	93.0449	8281	18.3017	120	54	66	4.5281	403	4.4673	22	0	22	86.5625	54.2159	0.3701	25.6532	4.6689	NaN	1.4608	2.9361	22	0	36.0309	35.9633	120	1	1.0831	2.7758	22	0	0.6265	1.5348	9	0	20.747	21.0651	98	1	0.1596	0.6516	6	0	0.21	4	161.1674	161.5631	317.0813	4.4623	154.1995	328.2333
71_11_FITC.tif	0a764512-095b-45a3-ab64-6df24bca41fd	Cell		Positive	Annotation	Polygon	695.68	1532.7	9.1118	18.205	0.3455	8.8023	1.6062	NaN	1.16	58	1.7884	7	0	7	88.9	4445	9.261	106	71	35	1.44	72	2.0219	8	0	8	42.0387	38.222	0.3616	16.6393	3.6564	NaN	0.8725	1.8149	11	0	60.5147	21.6086	106	27	0.652	1.4286	8	0	0.7792	1.8195	11	0	51.2987	15.5967	98	27	0.3961	1.0629	5	0	0.2244	5	87.4384	8.7313	314.4038	4.4623	2213.9314	10526.4492
71_11_FITC.tif	3d847f41-b6e9-4299-8869-444ab3b790c8	Cell		Positive	Annotation	Polygon	695.82	1544.5	2.278	7.9735	0.4503	3.7936	0.751	NaN	5.3333	64	5.4661	14	0	14	84.8333	1018	9.7685	97	69	28	5	60	5.6729	14	0	14	22.1583	25.3023	0.4349	11.9292	2.6199	NaN	1.3364	2.8163	14	0	52.8455	14.6996	97	32	1	2.6091	14	0	0.8469	1.8183	9	0	48.9286	9.4817	81	32	0.5102	1.3335	6	0	0.0808	4	64.9602	52.1775	152.8478	2.6381	644.2794	2195.4409
