Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
55_7_FITC.tif	cf6e29ec-533d-4f93-93df-1f9581d65b03	Cell		Positive	Annotation	Polygon	532.9	622.51	4.1417	11.6523	0.3833	5.1999	1.3044	NaN	6.6	165	7.5609	26	0	26	68.6	1715	15.2916	96	39	57	6.56	164	7.4559	25	0	25	82.2137	46.929	0.4691	22.0172	4.763	NaN	2.3618	3.9076	26	0	27.2965	17.4902	96	2	1.0427	3.0996	25	0	2.0777	3.3644	16	0	24.5282	13.7494	80	2	0.6729	2.1176	16	0	0.0524	3	410.4285	501.192	589.1808	140.9126	25331.3008	28493.5
55_7_FITC.tif	c4846f88-17ff-4cac-b682-8ca0a1c8fa98	Cell		Positive	Annotation	Polygon	438.06	726.64	15.7386	28.5476	0.2427	13.3207	2.1889	NaN	4.6883	361	4.7524	22	0	22	93.8961	7230	14.9363	123	63	60	3.4545	266	4.7004	22	0	22	125.9091	62.2181	0.4087	30.0015	5.7807	NaN	4.1562	4.1253	22	0	61.8372	16.0912	123	32	0.8618	2.3055	22	0	4.0791	4.0255	18	0	57.1883	9.6738	98	32	0.4859	1.3421	12	0	0.1206	4	591.6743	271.1463	1686.4697	137.9347	15285.8643	22169.1016
55_7_FITC.tif	6d3c0589-ae6f-4511-acd8-d808df6663d3	Cell		Positive	Annotation	Polygon	433	864.38	8.2835	21.1625	0.2324	10.3157	1.018	NaN	11.0667	498	11.0482	36	0	36	95.0889	4279	20.3825	132	59	73	10.8222	487	11.1198	36	0	36	97.5382	56.3703	0.3857	27.0089	4.5559	NaN	3.4609	5.2922	36	0	42.1247	21.1718	132	15	1.2685	4.6838	36	0	2.6612	3.4123	19	0	36.5561	11.2233	83	15	0.264	0.9373	9	0	0.0848	5	851.1176	963.6006	1550.3805	137.9347	49285.7344	157559.25
55_7_FITC.tif	cd850825-8a08-4f45-b650-17dc76ac5c34	Cell		Positive	Annotation	Polygon	503.31	1122.6	8.6977	13.6755	0.5844	5.754	1.982	NaN	5.1739	238	4.3323	19	0	19	74.5	3427	9.5749	94	57	37	2.8913	133	3.7961	17	0	17	99.8161	49.9093	0.5036	23.0619	5.3843	NaN	3.6909	3.5667	19	0	44.8548	15.2186	94	16	1.0975	2.2049	17	0	3.5344	3.445	19	0	41.7271	11.9947	79	16	0.9083	1.8732	10	0	0.0869	5	403.429	401.3801	709.6854	137.2734	26553.9648	41696.0312
55_7_FITC.tif	878b4557-75db-43dd-b809-42f9f70d35f6	Cell		Positive	Annotation	Polygon	612.21	1205.8	4.5559	11.0905	0.4655	5.16	1.3746	NaN	15.8214	443	16.2003	54	0	54	88.1786	2469	23.6972	132	54	78	14.75	413	16.7434	54	0	54	82.2137	46.5654	0.4765	22.0125	4.763	NaN	4.0829	6.3659	54	0	35.2613	17.4693	132	11	1.304	5.7811	54	0	3.1946	3.6262	17	0	31.2568	7.6602	67	11	0.2865	0.8291	5	0	0.0583	5	642.7088	649.4366	1018.3984	137.2734	62626.9102	121450.6406
55_7_FITC.tif	c46e9299-ce4e-436a-a7ef-7b9428037f5e	Cell		Positive	Annotation	Polygon	425.04	1827.6	32.9269	35.5348	0.3277	17.1561	3.3689	NaN	5.0373	811	5.3055	23	0	23	108.354	17445	28.6063	152	39	113	4.3727	704	4.8268	21	0	21	171.0542	69.7367	0.442	33.1381	7.1461	NaN	1.8466	3.3116	23	0	40.4372	38.8637	152	0	0.9855	2.7583	21	0	1.0765	1.9495	11	0	24.0435	17.1662	94	0	0.1679	0.6381	5	0	0.194	7	539.4094	396.56	963.6006	314.6641	26758.5332	58867.4609
55_7_FITC.tif	66db3b5f-309e-4028-b8ec-9d31c5d0df0a	Cell		Positive	Annotation	Polygon	426.31	2142.6	5.1772	13.7554	0.3438	6.3602	1.3318	NaN	17.2857	484	17.0356	57	0	57	92	2576	25.4311	138	47	91	16.6429	466	17.3786	57	0	57	84.2846	48.8645	0.4436	23.0099	4.7571	NaN	4.1198	6.8053	57	0	32.379	20.1492	138	8	1.4205	6.1512	57	0	3.1522	3.9233	19	0	27.9974	10.4298	69	8	0.3018	0.9152	7	0	0.0643	4	176.4746	161.9532	314.6641	67.3279	7846.5903	10610.0059
55_7_FITC.tif	f9f4f3b0-5366-47f0-85dd-9184b189e6b8	Cell		Positive	Annotation	Polygon	358.98	2198.2	10.3544	14.5611	0.6137	6.1243	2.163	NaN	8.1698	433	7.0731	30	0	30	77.3019	4097	19.0784	113	37	76	6.3774	338	7.3018	31	0	31	107.4783	51.7263	0.5048	24.0455	5.9524	NaN	3.9731	4.2832	30	0	32.4596	19.4356	113	3	0.9423	3.1015	31	0	3.4968	3.5524	16	0	27.3704	11.1998	74	3	0.3255	1.0112	8	0	0.089	7	425.6843	317.6945	1336.0582	87.3429	32418.3359	157559.25
55_7_FITC.tif	d2354df4-e23c-4ab5-95ff-7228b91bec91	Cell		Positive	Annotation	Polygon	396.15	2377	4.5559	10.3245	0.5371	3.9588	1.1957	NaN	11.2609	259	6.2684	28	0	28	69.913	1608	8.6598	88	53	35	11.3478	261	6.379	29	0	29	76.6223	43.6797	0.5047	20.0485	4.5559	NaN	3.543	4.8265	28	0	25.4812	14.9232	88	4	1.3952	4.0272	29	0	3.0344	4.2607	24	0	22.553	9.6749	84	4	0.7393	2.782	24	0	0.0494	5	220.8084	202.3806	293.9592	182.6669	10744.4424	26411.6484
55_7_FITC.tif	efbbe377-4463-4ced-bda9-50cf9e0f54f5	Cell		Positive	Annotation	Polygon	112.67	2381.4	6.8339	16.1426	0.3296	7.8067	1.2156	NaN	17.5135	648	14.8952	46	0	46	97.4054	3604	26.5366	140	51	89	16.6486	616	16.1008	46	0	46	88.4263	50.6203	0.4337	24.0167	4.9247	NaN	4.6869	7.0542	46	0	33.8248	23.2587	140	4	1.6145	6.6342	46	0	3.4731	4.113	17	0	27.8082	10.3672	71	4	0.1918	0.8867	9	0	0.0748	5	738.7333	306.8438	1686.4697	43.0235	39424.3672	157559.25
55_7_FITC.tif	41a4c011-cf4e-4a6c-8ccb-dfbe0388812e	Cell		Positive	Annotation	Polygon	131.44	2419.9	3.1063	10.5677	0.3495	5.1684	0.8685	NaN	3.5	63	4.5016	16	0	16	74.4444	1340	8.2976	91	62	29	3	54	4.4721	16	0	16	71.2381	45.7859	0.427	22.0078	4.342	NaN	1.8812	2.7248	16	0	44.0812	16.8435	91	13	0.6116	1.8395	16	0	1.792	2.574	10	0	42.4098	15.5586	82	13	0.4801	1.4816	10	0	0.0402	3	142.9377	68.095	317.6945	43.0235	4704.4243	6844.6489
55_7_FITC.tif	ef776e43-b340-4445-aa08-32b7fa77ddae	Cell		Positive	Annotation	Polygon	123.75	2487.8	16.9812	27.0961	0.2906	12.6905	2.0224	NaN	7.5747	659	7.982	27	0	27	95.2529	8287	29.7795	149	33	116	7.5287	655	8.319	26	0	26	133.5714	63.1292	0.4212	30.0341	5.6271	NaN	1.63	4.0387	27	0	29.8824	30.9393	149	1	1.1223	3.9816	26	0	0.7048	1.6332	10	0	19.7084	14.1368	94	1	0.1252	0.5137	5	0	0.1239	4	210.4808	200.4541	372.92	68.095	12038.3301	26411.6484
55_7_FITC.tif	74d47e5b-0171-4c40-83e5-33115b6b5b38	Cell		Positive	Annotation	Polygon	760.38	2011.8	0.8283	6.7977	0.2253	3.3101	0.3891	NaN	18.6667	112	6.186	29	12	17	64.5	387	12.112	84	46	38	18.5	111	6.2849	29	12	17	58.6057	41.9922	0.4177	20.0043	3.7276	NaN	3.2324	5.6489	35	0	14.169	20.1077	89	0	2.243	5.6899	35	0	2.8993	5.1614	35	0	13.0827	18.8248	89	0	1.8921	5.1493	35	0	0.0118	2	576.915	576.915	819.2546	334.5754	121450.6406	121450.6406
