Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
71_19_FITC.tif	f0d0db70-5196-4604-857f-2a61b242036b	Cell		Positive	Annotation	Polygon	198.22	1199.6	4.763	11.7217	0.4356	5.4608	1.1038	NaN	1.6538	43	2.7121	11	0	11	65.7692	1710	7.7372	78	48	30	1.7692	46	2.7757	11	0	11	80.1428	46.7405	0.461	22.0156	4.5559	NaN	0.8505	1.8934	15	0	35.7629	17.2399	78	5	0.6624	1.8516	16	0	0.7928	1.8121	15	0	33.6077	15.6515	73	5	0.5829	1.7456	16	0	0.0568	5	331.6882	379.0804	670.6816	70.3009	34028.3594	113035.6641
71_19_FITC.tif	8b0c4fd5-a3d4-4851-8bfc-5b09ebb6b0b5	Cell		Positive	Annotation	Polygon	146.89	1244.8	3.3134	10.9388	0.348	5.3209	0.7937	NaN	47.8889	862	4.8372	58	41	17	72.3333	1302	3.7885	81	67	14	0.6667	12	1.372	5	0	5	47.423	39.6315	0.3794	19.1826	3.6747	NaN	34.3507	12.3986	61	9	50.3507	16.7002	82	9	0.6494	1.687	9	0	33.2066	12.1665	61	9	48.493	16.029	82	9	0.6479	1.7137	9	0	0.0635	5	34.7147	40.53	70.3009	5.5987	388.6624	1360.5183
71_19_FITC.tif	5708a301-e25c-4766-96e1-2f4d42fd7f3a	Cell		Positive	Annotation	Polygon	145.04	1251.7	3.3134	9.3296	0.4784	4.396	1.099	NaN	56.1579	1067	12.5001	75	35	40	73.1053	1389	6.8871	86	60	26	2	38	2.9439	11	0	11	25.4717	27.8075	0.4139	11.5907	3.8974	NaN	28.7953	17.8665	75	0	44.3307	19.7227	86	9	0.5197	1.4301	11	0	23.9815	13.9022	64	0	39.2685	16.649	71	9	0.2593	0.7021	4	0	0.1248	3	7.2316	5.5987	10.8892	5.2068	1.794	2.1396
71_19_FITC.tif	d28c3626-d94b-4a73-80f0-a49c646f0c67	Cell		Positive	Annotation	Polygon	146.76	1259.3	1.8638	7.2398	0.4468	3.3425	0.8571	NaN	55.3077	719	3.5913	62	50	12	71.3846	928	2.785	76	67	9	0.7692	10	1.0127	3	0	3	14.289	17.5556	0.5826	7.2205	2.8481	NaN	35.0694	16.5473	65	9	48.9306	18.2536	76	20	0.4583	0.9632	4	0	30.6102	14.8487	65	9	43.9831	16.3818	76	20	0.3898	0.9472	4	0	0.134	4	14.5838	8.2358	36.6565	5.2068	38.1242	96.1464
71_19_FITC.tif	f9331f5b-2c6c-4886-a1c1-6d2b32b53609	Cell		Positive	Annotation	Polygon	145.32	1266.6	4.9701	13.8891	0.3238	6.6234	1.0407	NaN	47.1481	1273	9.2308	66	33	33	69.037	1864	4.3983	76	60	16	0.4444	12	0.9337	3	0	3	56.7419	39.0187	0.4683	18.1014	4.6456	NaN	29.1408	14.2805	69	0	48.0108	14.5521	82	17	0.4621	1.2894	8	0	27.196	13.3488	69	0	45.74	13.4011	82	17	0.464	1.3235	8	0	0.0869	5	261.0256	31.8725	1076.6761	5.6954	1001.0208	2508.0686
71_19_FITC.tif	ebddb94e-664e-431b-9bc2-5d31096d6177	Cell		Positive	Annotation	Polygon	164.39	1283.6	20.0875	33.0224	0.2315	16.0549	2.3372	NaN	8.4653	855	7.8531	28	0	28	125.7426	12700	28.353	173	58	115	4.7822	483	5.8917	21	0	21	114.5193	68.795	0.3041	33.0117	5.5112	NaN	10.427	10.7159	45	0	57.6811	39.7145	173	8	1.2757	3.3537	21	0	10.8634	11.2147	45	0	42.5396	22.1099	151	8	0.4956	1.6555	18	0	0.1711	5	118.7641	90.969	293.7337	7.3267	1839.4901	5247.2573
71_19_FITC.tif	ce881840-2ff6-413b-9d3a-a00e05403e88	Cell		Positive	Annotation	Polygon	161.21	1294.1	11.1827	22.9432	0.267	11.0881	2.0036	NaN	10.4667	628	11.6655	43	0	43	133.9667	8038	38.1296	191	38	153	9.3667	562	12.2419	43	0	43	73.516	53.1435	0.3271	25.8449	4.0493	NaN	6.1709	6.7041	43	0	54.1877	43.7399	191	6	1.7899	6.102	43	0	5.303	4.7365	20	0	38.0707	21.4573	125	6	0.2593	0.9604	8	0	0.1485	6	71.5924	41.512	154.0501	7.3267	318.419	1441.8037
71_19_FITC.tif	e4967e62-94d1-4a49-a2ac-fdd331155ce8	Cell		Positive	Annotation	Polygon	148.19	1443.4	11.3898	26.0154	0.2115	12.7031	1.5189	NaN	7.9344	484	6.2233	21	0	21	94.082	5739	13.3383	117	62	55	1.7213	105	2.5764	10	0	10	74.7585	60.8907	0.2534	29.8135	3.2994	NaN	6.6111	5.6607	24	0	56.1361	25.1679	117	11	0.7972	1.9191	13	0	6.3411	5.5112	24	0	48.3946	19.2973	111	11	0.6087	1.7	13	0	0.1674	7	347.7077	168.7462	896.7537	1.7603	1353.9949	4519.9858
71_19_FITC.tif	4599035c-4942-40c5-98b7-1efe14363bc3	Cell		Positive	Annotation	Polygon	151	1444.8	12.4252	27.9025	0.2006	13.7622	1.2926	NaN	6.625	424	6.6726	22	0	22	119.2344	7631	18.5102	148	63	85	6.6094	423	6.5383	22	0	22	77.8649	63.8711	0.2399	31.0192	3.3282	NaN	1.6534	3.8704	22	0	61.455	32.3568	148	18	1.2804	3.6499	22	0	0.6401	1.7314	14	0	49.6783	19.2436	132	18	0.1943	0.6715	5	0	0.1605	5	121.4291	154.0501	161.2609	1.7603	739.8804	2391.5208
71_19_FITC.tif	092266f2-2c44-4d22-b675-48a9ab009fda	Cell		Positive	Annotation	Polygon	169.05	1577.4	43.2813	47.8891	0.2372	18.93	3.8808	NaN	1.8815	397	3.4185	19	0	19	92.8531	19592	14.9029	119	49	70	2.0521	433	3.4877	19	0	19	195.6976	75.4031	0.4325	36.0104	7.6321	NaN	0.964	2.2509	19	0	48.3841	31.1107	119	2	0.8392	2.1637	19	0	0.7003	1.6926	10	0	35.6008	21.2128	94	2	0.4905	1.4139	10	0	0.2199	8	179.5238	166.0971	379.0804	25.3408	3789.5645	16469.9922
