Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
78_4_FITC.tif	26ebbed2-503e-4ea8-9fa5-59c51324930b	Cell		Positive	Annotation	Polygon	293.14	904.15	11.1827	19.9081	0.3546	9.6116	1.8135	NaN	2.8182	155	3.657	14	0	14	64.1818	3530	12.5508	84	38	46	2.8545	157	3.8172	14	0	14	103.5437	54.5217	0.4377	26.0163	5.3704	NaN	1.8323	3.0627	17	0	33.8503	17.7813	84	3	0.9681	2.4817	17	0	1.7108	2.9633	17	0	30.1099	14.4363	77	3	0.7354	2.1582	17	0	0.1036	4	111.5389	109.1875	208.8112	18.9695	6195.7051	18166.3516
78_4_FITC.tif	7c450626-2d73-4ec8-ab46-790ac0547a48	Cell		Positive	Annotation	Polygon	501.64	917.02	5.1772	11.9158	0.4582	5.6695	1.2112	NaN	18.0714	506	15.1973	49	0	49	76.5357	2143	25.6146	118	32	86	18.5	518	14.876	49	0	49	81.5924	46.793	0.4683	22.0441	4.7564	NaN	2.2	6.1486	49	0	12.8937	20.383	118	0	1.6684	6.1602	49	0	0.9891	1.7082	8	0	8.0381	8.0838	46	0	0.3842	1.095	8	0	0.0574	5	207.5656	208.8112	224.5347	190.4147	11269.5742	18166.3516
78_4_FITC.tif	9c819500-419b-4b16-935e-bb2504977d72	Cell		Positive	Annotation	Polygon	296.06	923.28	6.6268	15.8664	0.3308	7.7581	1.2321	NaN	3.0286	106	4.1408	17	0	17	61.4	2149	10.5055	84	42	42	3.3143	116	4.6827	18	0	18	87.1838	50.7496	0.4254	24.0142	4.763	NaN	1.9834	2.8397	17	0	28.9763	16.7658	84	3	0.9929	2.4846	18	0	1.8889	2.6789	16	0	26.0439	13.8893	73	3	0.7829	2.0661	16	0	0.0702	5	70.5992	56.4299	167.6964	17.9867	850.9104	3142.3865
78_4_FITC.tif	81b39adf-f58b-4ed3-9e36-32e024db4e8b	Cell		Positive	Annotation	Polygon	281.97	934.1	9.7331	17.478	0.4004	8.3198	1.5138	NaN	7.551	370	6.8771	24	0	24	77.4082	3793	18.6681	109	44	65	7.0612	346	6.8842	24	0	24	95.8815	52.5627	0.4361	25.0199	5.1169	NaN	1.7716	3.6617	24	0	30.6272	21.6369	109	2	1.1573	3.4913	24	0	1.0892	2.2563	16	0	25.1036	13.9125	79	2	0.4602	1.8773	16	0	0.0896	4	142.4753	37.7773	476.3597	17.9867	884.0316	2193.9993
78_4_FITC.tif	63d1e744-92a1-4e0e-8672-bc9bb6171b2f	Cell		Positive	Annotation	Polygon	282.46	977.64	8.2835	17.0532	0.3579	8.2793	1.332	NaN	26.7143	1122	25.4628	86	0	86	125.4286	5268	38.6959	184	59	125	27.0952	1138	25.9407	89	0	89	92.7751	52.3768	0.425	25.0174	4.9115	NaN	3.5379	10.9723	86	0	30.3259	36.437	184	3	2.8571	11.1967	89	0	1.1404	2.4032	19	0	20.4877	16.6965	87	3	0.3498	1.7373	18	0	0.0881	5	139.5595	56.4299	433.8486	37.0395	2134.6406	7617.1133
78_4_FITC.tif	1a0604e7-af15-4cec-a8bb-8c6f1e9f5351	Cell		Positive	Annotation	Polygon	287.41	1014.4	5.1772	13.1495	0.3763	6.1796	1.5346	NaN	7.8125	250	12.6068	47	0	47	68.3438	2187	21.6997	115	32	83	7.7812	249	12.6229	47	0	47	91.9468	50.6382	0.4506	24.0031	5.163	NaN	1.3685	4.1529	47	0	26.5978	17.3108	115	2	0.8404	3.9739	47	0	0.8692	1.7756	12	0	23.3632	11.9023	60	2	0.3027	0.999	8	0	0.0584	4	77.6773	90.8783	91.9133	37.0395	1602.1393	3142.3865
78_4_FITC.tif	7e33914c-68ea-4d52-8cbe-9b14f404de17	Cell		Positive	Annotation	Polygon	629.64	1071.5	21.7442	28.6497	0.3329	11.9323	2.9485	NaN	14.2857	1500	18.8622	72	0	72	170.5619	17909	44.3044	237	73	164	15.2571	1602	20.1471	79	0	79	88.8405	44.4291	0.5656	20.0347	6.4179	NaN	3.8009	11.0662	72	0	67.5972	68.806	237	2	4.0417	11.8268	79	0	0.4343	1.2755	11	0	34.5352	33.4931	205	2	0.4404	1.3819	11	0	0.232	4	88.5318	70.7714	203.6956	8.8888	242.5273	607.3737
78_4_FITC.tif	9bd6d623-2c5f-489a-b609-f639ab03a384	Cell		Positive	Annotation	Polygon	349.64	1082.2	7.041	14.8006	0.4039	6.9106	1.8041	NaN	2.5789	98	3.6512	14	0	14	71.9474	2734	15.9271	97	30	67	2.5	95	3.6816	15	0	15	95.4673	49.4166	0.4913	23.0201	5.3802	NaN	0.9827	2.0492	14	0	38.2771	17.6626	97	5	0.7251	1.8183	15	0	0.8396	1.7779	11	0	35.2594	14.3816	83	5	0.566	1.4523	10	0	0.0794	9	156.3977	167.6964	224.5347	63.8141	6858.0547	18166.3516
78_4_FITC.tif	6b08fcfc-64d1-44fb-84d6-b017ffe239cb	Cell		Positive	Annotation	Polygon	629.05	1086.8	18.6379	20.7676	0.543	7.5486	3.7692	NaN	9.4105	894	10.7649	40	0	40	142.2316	13512	44.6708	202	36	166	10.5053	998	11.122	39	0	39	100.0232	51.4749	0.4744	20.0583	7.2476	NaN	2.1405	6.0139	40	0	42.3264	58.0551	202	1	2.2459	6.4368	39	0	0.365	0.9197	6	0	17.928	25.9143	192	1	0.2288	0.9091	9	0	0.1942	7	261.7287	160.0423	841.6791	8.8888	16955.4531	65563.8984
78_4_FITC.tif	caf42015-abd4-47cc-859a-28c024b320b8	Cell		Positive	Annotation	Polygon	639.79	1100.3	7.8693	13.9692	0.5068	6.4927	1.6099	NaN	8.814	379	10.1986	36	0	36	60.093	2584	24.8604	108	11	97	8.907	383	9.9996	36	0	36	82.0066	46.7057	0.4724	21.9103	5.3556	NaN	1.6826	4.4302	36	0	15.7758	19.0824	108	1	1.1234	4.2997	36	0	0.8164	1.6414	9	0	10.3927	8.1645	45	1	0.178	0.7523	7	0	0.0904	5	34.6606	26.0532	86.0226	13.4672	111.5368	316.9507
78_4_FITC.tif	4b52d8f5-9fbe-4676-a3b7-e2b34f3f7c47	Cell		Positive	Annotation	Polygon	289.81	1104.6	8.6977	20.5643	0.2585	9.8661	1.228	NaN	3.4255	161	5.2285	22	0	22	64.9362	3052	13.6754	95	38	57	3.5319	166	5.4128	22	0	22	101.887	55.2144	0.42	26.0462	4.868	NaN	1.4757	2.7318	22	0	31.2834	17.5382	95	1	0.8947	2.4239	22	0	1.2707	2.2332	13	0	27.745	13.7411	73	1	0.6174	1.6318	13	0	0.0904	6	183.7136	125.2635	384.0673	63.8141	5394.9175	12651.3418
78_4_FITC.tif	f641bc2f-7545-48b3-8940-acd04c75c591	Cell		Positive	Annotation	Polygon	470.53	1104.5	5.5914	12.8262	0.4271	6.0104	1.3806	NaN	17.2258	534	16.3599	58	0	58	80.3226	2490	26.536	131	37	94	16.7742	520	16.5785	57	0	57	84.2846	48.3193	0.4536	23.0079	4.763	NaN	2.1005	6.3611	58	0	14.9779	21.9348	131	0	1.5	6.3246	57	0	0.8568	1.4257	6	0	9.6048	9.1451	53	0	0.244	0.743	6	0	0.0656	5	298.5647	190.4147	819.9811	123.1024	27559.8848	65563.8984
78_4_FITC.tif	7a485c9b-63cc-4809-8c07-c24bfa7e2b01	Cell		Positive	Annotation	Polygon	637.98	1115.7	18.2237	25.1249	0.3628	9.3167	3.1552	NaN	14.8132	1348	15.4257	60	0	60	113.5055	10329	39.2398	177	29	148	15	1365	15.2643	60	0	60	121.3532	54.8673	0.5066	25.2195	6.8454	NaN	2.6672	8.0537	60	0	32.1399	41.4941	177	1	2.5666	8.0505	60	0	0.4343	1.1343	6	0	17.1818	17.7389	105	1	0.2808	0.7661	6	0	0.1501	4	146.7605	22.6412	528.4546	13.305	840.0921	2094.7891
78_4_FITC.tif	94fdca14-ddab-4a93-abc5-74a8904c1071	Cell		Positive	Annotation	Polygon	643.09	1127	4.3488	9.9619	0.5507	4.6018	1.2633	NaN	17	391	18.298	56	0	56	68.913	1585	24.0962	112	34	78	17.1304	394	18.1241	56	0	56	74.7585	44.6966	0.4702	21.0059	4.7538	NaN	1.6409	6.1652	56	0	10.9088	17.6761	112	0	1.3398	6.1268	56	0	0.5988	1.2888	8	0	6.9735	7.1718	40	0	0.2684	0.7703	5	0	0.0535	4	154.182	43.7649	515.8934	13.305	2322.5005	7787.8574
78_4_FITC.tif	aa2368be-2313-41ea-bd8d-c3203a077e60	Cell		Positive	Annotation	Polygon	674.7	1179.6	11.1827	22.111	0.2874	10.773	1.5407	NaN	3.6724	213	3.5412	11	0	11	60.6379	3517	15.0633	87	34	53	3.6897	214	3.5944	11	0	11	105.2004	56.6499	0.4119	27.0251	4.9701	NaN	1.3694	2.5451	12	0	18.9666	18.6855	87	1	0.7466	1.8424	11	0	1.0732	2.2254	12	0	13.6075	10.6211	52	1	0.3681	0.9671	6	0	0.1079	5	149.5976	86.0226	463.326	23.398	2551.6104	7787.8574
78_4_FITC.tif	7e067aa9-ec1c-44cf-89c2-144cc36d32f4	Cell		Positive	Annotation	Polygon	682.71	1201.8	1.2425	8.0782	0.2393	3.9568	0.5763	NaN	0.25	2	0.7071	2	0	2	105.875	847	19.5772	135	79	56	0	0	0	0	0	0	61.712	42.0002	0.4396	20.0051	3.9347	NaN	5.2709	11.4644	63	0	69.1472	58.7575	208	7	5.1639	11.5403	63	0	5.4089	11.5902	63	0	68.1375	59.1624	208	7	5.3058	11.666	63	0	0.0196	2	232.5593	232.5593	441.7206	23.398	2031.5039	2031.5039
78_4_FITC.tif	a5bbe650-e2ea-4957-9ff8-c1c385046893	Cell		Positive	Annotation	Polygon	302.95	1227.4	11.3898	21.3284	0.3146	10.4362	1.5141	NaN	5.9831	353	4.8866	16	0	16	70.9492	4186	18.4414	101	37	64	5.8136	343	5.0051	16	0	16	103.1295	56.4942	0.4061	27.0133	4.9701	NaN	1.6453	2.9214	16	0	21.9459	20.5298	101	0	0.8377	2.5554	16	0	1.0636	1.9128	10	0	15.375	8.1965	52	0	0.1705	0.5692	4	0	0.1096	5	189.2389	152.732	363.0784	41.5846	5184.5317	9293.0762
78_4_FITC.tif	8452b271-fe64-4894-bdd1-b1fc2d0ba75c	Cell		Positive	Annotation	Polygon	328.22	1260.1	5.7984	13.9174	0.3762	6.6669	1.1794	NaN	8.2812	265	7.5101	24	0	24	66.9062	2141	15.5799	97	40	57	7.5312	241	7.7459	24	0	24	86.1483	50.0465	0.4322	24.0003	4.7132	NaN	2.3389	3.7581	24	0	22.3918	16.3269	97	3	0.8029	2.9786	24	0	1.8438	2.7463	12	0	18.6823	9.4782	55	3	0.2422	0.8119	8	0	0.0697	4	159.0625	131.3062	332.0527	41.5846	6944.6377	13208.7871
78_4_FITC.tif	7f5efbe2-c2b3-4e6a-b122-13014322b1e2	Cell		Positive	Annotation	Polygon	404.56	1293	7.6622	17.5111	0.314	8.4748	1.2537	NaN	2.2195	91	2.7524	11	0	11	62.7561	2573	13.6963	84	29	55	1.7805	73	2.4547	11	0	11	93.8106	52.8486	0.4221	25.0344	4.7531	NaN	2.1978	2.8541	15	0	30.3956	18.4125	84	6	0.6198	1.6812	11	0	2.1957	2.8672	15	0	27.1908	15.5001	81	6	0.5048	1.5416	11	0	0.085	6	424.3063	268.308	1083.1702	82.9101	34165.0547	77967.5703
